event_id,event_type,city,venue_type,music_genre,target_audience,day_of_week,start_time,ticket_price,capacity,tickets_sold,occupancy_rate,sales_start_days_before,promotion_strategy,main_sales_channel,drinks_included,weather,competing_events,result,business_notes
839,Tardeo universitario,Granada,Recinto exterior,Pop,Universitarios,Domingo,16:00,10,400,238,0.59,21,Descuento early bird,Web ticketing,1,Lluvia,2,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
840,Fiesta techno,Málaga,Terraza,Comercial,Público general,Sábado,22:00,15,1200,769,0.64,21,Campaña Instagram,Wegow,1,Calor,2,Resultado medio,Ventas lentas al inicio y aceleración final
841,Pool party,Granada,Discoteca,Indie,Jóvenes 18-25,Sábado,22:00,18,800,502,0.63,14,Sorteo de entradas,WhatsApp,2,Lluvia,0,Resultado medio,Buena respuesta de comunidad universitaria
842,Evento indie,Granada,Discoteca,Indie,Universitarios,Sábado,22:00,21,400,233,0.58,7,Preventa por tramos,Wegow,0,Frío,0,Resultado medio,Precio demasiado alto para el público objetivo
843,Fiesta Erasmus,Granada,Terraza,Urbano,Público general,Viernes,22:00,10,300,251,0.84,30,Colaboración con influencers locales,RRPP,1,Soleado,1,Buen resultado,Ventas lentas al inicio y aceleración final
844,Afterwork,Valencia,Discoteca,Pop,Jóvenes 18-25,Domingo,20:00,12,400,338,0.84,7,Sorteo de entradas,RRPP,1,Nublado,2,Buen resultado,Evento con alta ocupación y buen margen
845,Festival urbano,Madrid,Beach club,Indie,Erasmus,Jueves,00:00,35,800,711,0.89,45,Descuento early bird,Wegow,1,Frío,0,Buen resultado,Faltó campaña de urgencia en últimos días
846,Tardeo universitario,Madrid,Recinto exterior,Techno,Jóvenes 18-25,Sábado,16:00,12,500,400,0.8,14,Preventa por tramos,Web ticketing,1,Nublado,0,Buen resultado,Alta conversión por RRPP
847,Concierto pop,Sevilla,Discoteca,Comercial,Jóvenes 18-25,Viernes,20:00,27,3000,2191,0.73,30,Promoción grupos,Wegow,2,Lluvia,2,Buen resultado,Evento con alta ocupación y buen margen
848,Afterwork,Córdoba,Recinto exterior,Indie,Universitarios,Sábado,22:00,15,1500,382,0.25,21,Descuento early bird,WhatsApp,0,Lluvia,1,Resultado flojo,Precio demasiado alto para el público objetivo
849,Festival urbano,Córdoba,Discoteca,Comercial,Público general,Jueves,22:00,30,2000,1191,0.6,14,Colaboración con influencers locales,Wegow,0,Lluvia,0,Resultado medio,Alta conversión por RRPP
850,Pool party,Málaga,Sala de conciertos,Indie,Público general,Viernes,22:00,23,800,516,0.65,45,Descuento early bird,Wegow,0,Frío,1,Resultado medio,Promoción por grupos funcionó muy bien
851,Afterwork,Sevilla,Recinto exterior,Indie,Universitarios,Jueves,00:00,8,800,666,0.83,10,Sorteo de entradas,Instagram,2,Nublado,0,Buen resultado,Instagram generó visibilidad pero pocas ventas directas
852,Fiesta Erasmus,Granada,Sala de conciertos,Urbano,Público general,Sábado,22:00,15,1000,716,0.72,30,Descuento early bird,WhatsApp,2,Soleado,2,Buen resultado,Promoción por grupos funcionó muy bien
853,Pool party,Córdoba,Terraza,Latino,Jóvenes 25-35,Viernes,22:00,22,1000,406,0.41,45,RRPP universitarios,Web ticketing,2,Lluvia,0,Resultado flojo,Ventas lentas al inicio y aceleración final
854,Noche comercial,Valencia,Recinto exterior,Urbano,Jóvenes 25-35,Viernes,16:00,18,3000,2459,0.82,7,Preventa por tramos,Wegow,2,Nublado,0,Buen resultado,Instagram generó visibilidad pero pocas ventas directas
855,Evento indie,Madrid,Sala de conciertos,Techno,Público general,Domingo,22:00,21,1200,1200,1.0,30,Promoción grupos,WhatsApp,2,Soleado,2,Sold out o casi sold out,Precio demasiado alto para el público objetivo
856,Evento indie,Valencia,Sala de conciertos,Techno,Jóvenes 25-35,Viernes,22:00,21,600,407,0.68,21,Descuento early bird,Instagram,0,Lluvia,0,Resultado medio,Evento con alta ocupación y buen margen
857,Concierto pop,Sevilla,Recinto exterior,Indie,Universitarios,Sábado,00:00,30,300,258,0.86,7,RRPP universitarios,Instagram,0,Frío,2,Buen resultado,Instagram generó visibilidad pero pocas ventas directas
858,Pool party,Córdoba,Discoteca,Latino,Jóvenes 25-35,Sábado,20:00,22,300,280,0.93,21,Promoción grupos,Fourvenues,2,Calor,2,Sold out o casi sold out,Buena respuesta de comunidad universitaria
859,Fiesta Erasmus,Valencia,Discoteca,Pop,Jóvenes 25-35,Domingo,20:00,9,3000,1603,0.53,45,Sorteo de entradas,RRPP,1,Soleado,0,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
860,Fiesta techno,Sevilla,Recinto exterior,Techno,Jóvenes 18-25,Jueves,20:00,16,1500,781,0.52,14,Descuento early bird,Fourvenues,2,Soleado,1,Resultado medio,WhatsApp fue el canal más efectivo
861,Pool party,Valencia,Terraza,Indie,Jóvenes 18-25,Jueves,20:00,20,600,360,0.6,30,RRPP universitarios,Instagram,0,Calor,1,Resultado medio,Faltó campaña de urgencia en últimos días
862,Fiesta techno,Madrid,Terraza,Urbano,Jóvenes 25-35,Sábado,18:00,20,800,710,0.89,14,RRPP universitarios,Fourvenues,2,Nublado,0,Buen resultado,Buena respuesta de comunidad universitaria
863,Noche comercial,Granada,Sala de conciertos,Indie,Universitarios,Sábado,18:00,17,1200,1080,0.9,30,Descuento early bird,Fourvenues,2,Calor,2,Sold out o casi sold out,Alta conversión por RRPP
864,Noche comercial,Madrid,Terraza,Indie,Jóvenes 18-25,Domingo,20:00,17,500,253,0.51,21,Colaboración con influencers locales,Fourvenues,1,Nublado,2,Resultado medio,Ventas lentas al inicio y aceleración final
865,Concierto pop,Granada,Sala de conciertos,Techno,Erasmus,Sábado,18:00,28,1500,1309,0.87,45,Promoción grupos,Fourvenues,1,Nublado,1,Buen resultado,La competencia afectó a las ventas
866,Concierto pop,Granada,Discoteca,Urbano,Universitarios,Sábado,18:00,22,2000,1486,0.74,7,Promoción grupos,WhatsApp,2,Calor,2,Buen resultado,La competencia afectó a las ventas
867,Concierto pop,Granada,Sala de conciertos,Comercial,Erasmus,Viernes,18:00,25,2000,1643,0.82,7,Colaboración con influencers locales,Instagram,1,Soleado,2,Buen resultado,Ventas lentas al inicio y aceleración final
868,Afterwork,Granada,Discoteca,Techno,Erasmus,Viernes,22:00,15,1000,548,0.55,7,Colaboración con influencers locales,Web ticketing,0,Soleado,2,Resultado medio,Ventas lentas al inicio y aceleración final
869,Fiesta reggaeton,Córdoba,Sala de conciertos,Reggaeton,Público general,Viernes,00:00,12,1200,1071,0.89,45,Colaboración con influencers locales,WhatsApp,2,Calor,0,Buen resultado,Promoción por grupos funcionó muy bien
870,Noche comercial,Córdoba,Discoteca,Pop,Jóvenes 25-35,Sábado,20:00,18,1500,1238,0.83,14,Colaboración con influencers locales,Fourvenues,2,Nublado,1,Buen resultado,Faltó campaña de urgencia en últimos días
871,Afterwork,Sevilla,Terraza,Pop,Público general,Sábado,16:00,13,1000,597,0.6,21,Colaboración con influencers locales,RRPP,0,Nublado,1,Resultado medio,Precio demasiado alto para el público objetivo
872,Fiesta Erasmus,Valencia,Terraza,Reggaeton,Jóvenes 25-35,Sábado,22:00,15,800,544,0.68,14,RRPP universitarios,Instagram,0,Soleado,0,Resultado medio,La competencia afectó a las ventas
873,Fiesta reggaeton,Valencia,Terraza,Indie,Erasmus,Viernes,22:00,18,500,254,0.51,45,Descuento early bird,Instagram,0,Nublado,1,Resultado medio,La competencia afectó a las ventas
874,Noche comercial,Córdoba,Terraza,Techno,Jóvenes 18-25,Domingo,00:00,20,1000,644,0.64,14,Comunidad WhatsApp,WhatsApp,1,Nublado,1,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
875,Fiesta Erasmus,Córdoba,Discoteca,Latino,Jóvenes 25-35,Jueves,20:00,17,300,136,0.45,10,Sorteo de entradas,WhatsApp,1,Nublado,1,Resultado flojo,Faltó campaña de urgencia en últimos días
876,Evento indie,Málaga,Terraza,Urbano,Jóvenes 25-35,Sábado,22:00,15,800,497,0.62,7,Campaña Instagram,Instagram,1,Calor,2,Resultado medio,Alta conversión por RRPP
877,Noche comercial,Córdoba,Discoteca,Latino,Jóvenes 25-35,Domingo,00:00,12,300,230,0.77,7,Campaña Instagram,WhatsApp,1,Calor,2,Buen resultado,Faltó campaña de urgencia en últimos días
878,Evento indie,Córdoba,Terraza,Reggaeton,Jóvenes 25-35,Viernes,22:00,18,3000,1859,0.62,30,Promoción grupos,WhatsApp,0,Frío,0,Resultado medio,Ventas lentas al inicio y aceleración final
879,Concierto pop,Granada,Beach club,Indie,Jóvenes 18-25,Sábado,18:00,25,1000,893,0.89,21,Preventa por tramos,Instagram,2,Soleado,2,Buen resultado,Promoción por grupos funcionó muy bien
880,Evento indie,Córdoba,Sala de conciertos,Urbano,Jóvenes 18-25,Sábado,22:00,16,300,201,0.67,7,Campaña Instagram,Fourvenues,2,Lluvia,1,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
881,Pool party,Málaga,Beach club,Reggaeton,Público general,Sábado,16:00,23,1000,711,0.71,21,Preventa por tramos,Wegow,2,Frío,0,Buen resultado,Alta conversión por RRPP
882,Fiesta reggaeton,Madrid,Discoteca,Indie,Universitarios,Viernes,22:00,12,600,519,0.86,45,Promoción grupos,Wegow,2,Frío,2,Buen resultado,Faltó campaña de urgencia en últimos días
883,Pool party,Valencia,Sala de conciertos,Comercial,Jóvenes 18-25,Jueves,16:00,25,2000,1660,0.83,45,RRPP universitarios,Fourvenues,1,Calor,1,Buen resultado,Instagram generó visibilidad pero pocas ventas directas
884,Fiesta Erasmus,Madrid,Terraza,Reggaeton,Público general,Domingo,00:00,12,500,381,0.76,10,Preventa por tramos,RRPP,1,Nublado,1,Buen resultado,Alta conversión por RRPP
885,Pool party,Valencia,Sala de conciertos,Latino,Público general,Sábado,18:00,17,500,393,0.79,7,RRPP universitarios,Instagram,1,Nublado,0,Buen resultado,Buena respuesta de comunidad universitaria
886,Afterwork,Granada,Discoteca,Pop,Jóvenes 18-25,Viernes,18:00,8,800,668,0.83,10,Campaña Instagram,Instagram,1,Lluvia,0,Buen resultado,Buena respuesta de comunidad universitaria
887,Pool party,Málaga,Recinto exterior,Reggaeton,Jóvenes 25-35,Viernes,16:00,18,600,417,0.69,21,Sorteo de entradas,RRPP,1,Frío,1,Resultado medio,Ventas lentas al inicio y aceleración final
888,Fiesta techno,Madrid,Beach club,Comercial,Público general,Jueves,18:00,18,3000,2903,0.97,45,RRPP universitarios,Instagram,2,Soleado,1,Sold out o casi sold out,Instagram generó visibilidad pero pocas ventas directas
889,Concierto pop,Málaga,Beach club,Pop,Jóvenes 25-35,Sábado,16:00,27,1200,896,0.75,7,Promoción grupos,Web ticketing,1,Soleado,0,Buen resultado,Faltó campaña de urgencia en últimos días
890,Fiesta Erasmus,Valencia,Terraza,Techno,Universitarios,Domingo,00:00,9,1000,753,0.75,10,Colaboración con influencers locales,RRPP,2,Lluvia,2,Buen resultado,Precio demasiado alto para el público objetivo
891,Tardeo universitario,Sevilla,Beach club,Techno,Erasmus,Domingo,22:00,12,800,645,0.81,30,Preventa por tramos,RRPP,2,Calor,0,Buen resultado,Precio demasiado alto para el público objetivo
892,Fiesta techno,Sevilla,Beach club,Techno,Erasmus,Sábado,00:00,20,800,485,0.61,45,Promoción grupos,Instagram,0,Soleado,1,Resultado medio,Faltó campaña de urgencia en últimos días
893,Evento indie,Málaga,Discoteca,Pop,Universitarios,Domingo,18:00,20,2000,1662,0.83,30,Preventa por tramos,Fourvenues,0,Nublado,1,Buen resultado,Precio demasiado alto para el público objetivo
894,Fiesta reggaeton,Málaga,Terraza,Techno,Universitarios,Domingo,20:00,17,2000,1956,0.98,10,Promoción grupos,RRPP,1,Frío,1,Sold out o casi sold out,Buena respuesta de comunidad universitaria
895,Pool party,Córdoba,Terraza,Techno,Jóvenes 18-25,Sábado,18:00,18,600,466,0.78,10,Promoción grupos,Web ticketing,2,Frío,2,Buen resultado,Precio demasiado alto para el público objetivo
896,Fiesta reggaeton,Valencia,Discoteca,Comercial,Jóvenes 25-35,Sábado,00:00,15,800,725,0.91,45,Promoción grupos,Instagram,0,Nublado,1,Sold out o casi sold out,Evento con alta ocupación y buen margen
897,Afterwork,Madrid,Terraza,Latino,Erasmus,Sábado,18:00,15,300,244,0.81,21,Sorteo de entradas,WhatsApp,2,Nublado,2,Buen resultado,Promoción por grupos funcionó muy bien
898,Tardeo universitario,Sevilla,Discoteca,Latino,Erasmus,Viernes,22:00,12,1500,1266,0.84,10,Sorteo de entradas,WhatsApp,1,Soleado,2,Buen resultado,Evento con alta ocupación y buen margen
899,Pool party,Sevilla,Recinto exterior,Indie,Jóvenes 18-25,Domingo,00:00,20,1000,447,0.45,10,Promoción grupos,Fourvenues,2,Lluvia,2,Resultado flojo,WhatsApp fue el canal más efectivo
900,Pool party,Valencia,Discoteca,Comercial,Jóvenes 18-25,Sábado,16:00,18,2000,1267,0.63,7,Promoción grupos,WhatsApp,0,Frío,2,Resultado medio,WhatsApp fue el canal más efectivo
901,Fiesta reggaeton,Madrid,Terraza,Techno,Jóvenes 18-25,Sábado,16:00,17,500,298,0.6,30,Colaboración con influencers locales,Web ticketing,2,Calor,0,Resultado medio,Promoción por grupos funcionó muy bien
902,Concierto pop,Valencia,Terraza,Indie,Público general,Viernes,00:00,23,2000,798,0.4,14,Preventa por tramos,Wegow,0,Lluvia,2,Resultado flojo,Precio demasiado alto para el público objetivo
903,Concierto pop,Valencia,Sala de conciertos,Indie,Público general,Domingo,20:00,28,1200,956,0.8,21,Campaña Instagram,WhatsApp,1,Soleado,1,Buen resultado,WhatsApp fue el canal más efectivo
904,Fiesta techno,Valencia,Terraza,Reggaeton,Universitarios,Sábado,18:00,20,300,177,0.59,10,Comunidad WhatsApp,Instagram,0,Calor,2,Resultado medio,Precio demasiado alto para el público objetivo
905,Fiesta Erasmus,Sevilla,Recinto exterior,Urbano,Público general,Viernes,18:00,14,500,406,0.81,7,Campaña Instagram,WhatsApp,1,Soleado,0,Buen resultado,Evento con alta ocupación y buen margen
906,Concierto pop,Córdoba,Sala de conciertos,Comercial,Jóvenes 18-25,Sábado,22:00,22,2000,1638,0.82,45,Preventa por tramos,Fourvenues,1,Soleado,2,Buen resultado,Promoción por grupos funcionó muy bien
907,Festival urbano,Málaga,Beach club,Comercial,Público general,Domingo,00:00,30,1200,700,0.58,7,RRPP universitarios,RRPP,0,Lluvia,1,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
908,Fiesta techno,Valencia,Recinto exterior,Latino,Jóvenes 18-25,Viernes,22:00,23,600,563,0.94,21,Promoción grupos,RRPP,1,Calor,2,Sold out o casi sold out,Instagram generó visibilidad pero pocas ventas directas
909,Tardeo universitario,Valencia,Discoteca,Latino,Jóvenes 18-25,Sábado,18:00,12,800,341,0.43,7,Comunidad WhatsApp,Fourvenues,1,Calor,1,Resultado flojo,WhatsApp fue el canal más efectivo
910,Noche comercial,Córdoba,Sala de conciertos,Indie,Jóvenes 25-35,Sábado,16:00,17,3000,2338,0.78,30,Promoción grupos,Fourvenues,2,Frío,2,Buen resultado,Instagram generó visibilidad pero pocas ventas directas
911,Noche comercial,Málaga,Beach club,Latino,Universitarios,Jueves,20:00,17,3000,2187,0.73,21,Promoción grupos,Instagram,2,Lluvia,2,Buen resultado,Buena respuesta de comunidad universitaria
912,Pool party,Córdoba,Beach club,Latino,Público general,Jueves,16:00,23,600,277,0.46,10,Sorteo de entradas,Fourvenues,0,Frío,2,Resultado flojo,Alta conversión por RRPP
913,Festival urbano,Córdoba,Discoteca,Comercial,Jóvenes 25-35,Sábado,18:00,32,800,409,0.51,7,Descuento early bird,Fourvenues,0,Lluvia,1,Resultado medio,Faltó campaña de urgencia en últimos días
914,Concierto pop,Madrid,Beach club,Comercial,Jóvenes 18-25,Domingo,20:00,28,1000,869,0.87,30,Descuento early bird,Instagram,1,Frío,0,Buen resultado,Promoción por grupos funcionó muy bien
915,Festival urbano,Málaga,Discoteca,Comercial,Jóvenes 25-35,Sábado,20:00,35,800,460,0.57,21,Colaboración con influencers locales,Fourvenues,0,Nublado,1,Resultado medio,WhatsApp fue el canal más efectivo
916,Fiesta techno,Sevilla,Terraza,Reggaeton,Universitarios,Viernes,18:00,16,2000,1458,0.73,21,Comunidad WhatsApp,Wegow,2,Calor,1,Buen resultado,Ventas lentas al inicio y aceleración final
917,Fiesta reggaeton,Málaga,Beach club,Comercial,Jóvenes 25-35,Sábado,00:00,13,1200,506,0.42,21,RRPP universitarios,Fourvenues,1,Lluvia,2,Resultado flojo,Faltó campaña de urgencia en últimos días
918,Noche comercial,Málaga,Terraza,Techno,Jóvenes 25-35,Jueves,18:00,17,300,274,0.91,10,Campaña Instagram,Wegow,1,Nublado,2,Sold out o casi sold out,Promoción por grupos funcionó muy bien
919,Concierto pop,Córdoba,Sala de conciertos,Techno,Universitarios,Sábado,22:00,28,1200,1019,0.85,30,Campaña Instagram,RRPP,1,Calor,1,Buen resultado,Promoción por grupos funcionó muy bien
920,Fiesta techno,Madrid,Beach club,Urbano,Público general,Domingo,16:00,18,1000,430,0.43,10,Comunidad WhatsApp,Fourvenues,1,Lluvia,1,Resultado flojo,Alta conversión por RRPP
921,Fiesta techno,Granada,Sala de conciertos,Latino,Público general,Viernes,18:00,21,400,352,0.88,10,Promoción grupos,Wegow,1,Frío,2,Buen resultado,La competencia afectó a las ventas
922,Pool party,Granada,Beach club,Latino,Universitarios,Domingo,20:00,17,500,287,0.57,30,Colaboración con influencers locales,Web ticketing,0,Calor,1,Resultado medio,Buena respuesta de comunidad universitaria
923,Pool party,Valencia,Sala de conciertos,Reggaeton,Jóvenes 18-25,Jueves,22:00,22,3000,2616,0.87,21,Comunidad WhatsApp,Wegow,0,Lluvia,2,Buen resultado,Precio demasiado alto para el público objetivo
924,Concierto pop,Valencia,Recinto exterior,Pop,Público general,Sábado,00:00,28,500,371,0.74,45,Descuento early bird,Instagram,1,Calor,2,Buen resultado,Buena respuesta de comunidad universitaria
925,Tardeo universitario,Valencia,Terraza,Indie,Universitarios,Jueves,18:00,10,600,592,0.99,30,Promoción grupos,Wegow,0,Frío,2,Sold out o casi sold out,Precio demasiado alto para el público objetivo
926,Tardeo universitario,Valencia,Recinto exterior,Comercial,Universitarios,Sábado,20:00,14,1200,1137,0.95,21,Promoción grupos,RRPP,2,Frío,2,Sold out o casi sold out,Precio demasiado alto para el público objetivo
927,Fiesta techno,Málaga,Terraza,Pop,Erasmus,Domingo,20:00,16,1200,894,0.74,10,Comunidad WhatsApp,Web ticketing,1,Soleado,0,Buen resultado,Ventas lentas al inicio y aceleración final
928,Pool party,Málaga,Beach club,Pop,Universitarios,Jueves,20:00,23,300,111,0.37,7,Preventa por tramos,Fourvenues,0,Lluvia,0,Resultado flojo,Instagram generó visibilidad pero pocas ventas directas
929,Tardeo universitario,Madrid,Beach club,Pop,Universitarios,Viernes,00:00,10,2000,1056,0.53,14,Campaña Instagram,Fourvenues,0,Calor,1,Resultado medio,Precio demasiado alto para el público objetivo
930,Evento indie,Madrid,Sala de conciertos,Urbano,Erasmus,Viernes,00:00,18,400,221,0.55,14,Colaboración con influencers locales,RRPP,2,Calor,0,Resultado medio,Precio demasiado alto para el público objetivo
931,Afterwork,Sevilla,Discoteca,Urbano,Erasmus,Viernes,20:00,15,400,153,0.38,30,Descuento early bird,Web ticketing,1,Calor,1,Resultado flojo,Promoción por grupos funcionó muy bien
932,Fiesta techno,Sevilla,Recinto exterior,Techno,Jóvenes 25-35,Jueves,00:00,15,3000,1486,0.5,30,Descuento early bird,RRPP,2,Frío,2,Resultado medio,Alta conversión por RRPP
933,Noche comercial,Madrid,Beach club,Indie,Jóvenes 25-35,Viernes,16:00,20,800,537,0.67,21,Comunidad WhatsApp,WhatsApp,0,Nublado,1,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
934,Pool party,Málaga,Recinto exterior,Reggaeton,Jóvenes 18-25,Domingo,20:00,23,300,148,0.49,7,Sorteo de entradas,WhatsApp,2,Frío,1,Resultado flojo,Ventas lentas al inicio y aceleración final
935,Noche comercial,Valencia,Beach club,Indie,Erasmus,Sábado,22:00,13,1200,1200,1.0,14,Preventa por tramos,Wegow,1,Soleado,0,Sold out o casi sold out,Buena respuesta de comunidad universitaria
936,Afterwork,Madrid,Sala de conciertos,Indie,Jóvenes 18-25,Jueves,00:00,7,1000,601,0.6,45,Campaña Instagram,RRPP,0,Frío,0,Resultado medio,Promoción por grupos funcionó muy bien
